title,main_speaker,film_date,tags
My country will be underwater soon -- unless we work together,Anote Tong,2015-10-10T00:00:00Z,"['big problems', 'climate change', 'environment', 'fish', 'future', 'global issues', 'humanity', 'mission blue', 'natural disaster', 'oceans', 'policy', 'pollution', 'science', 'social change']"
What are animals thinking and feeling?,Carl Safina,2015-10-10T00:00:00Z,"['animals', 'biodiversity', 'biology', 'birds', 'brain', 'cognitive science', 'consciousness', 'conservation', 'empathy', 'environment', 'evolution', 'fish', 'life', 'love', 'mental health', 'mind', 'mission blue', 'monkeys', 'neuroscience', 'oceans', 'science']"
Why are these 32 symbols found in ancient caves all over Europe?,Genevieve von Petzinger,2015-08-26T00:00:00Z,"['Europe', 'TED Fellows', 'ancient world', 'anthropology', 'art', 'communication', 'history', 'humanity', 'invention', 'language', 'science', 'science and art', 'visualizations', 'writing']"
My year reading a book from every country in the world,Ann Morgan,2015-09-29T00:00:00Z,"['books', 'goal-setting', 'library', 'literature', 'personal growth', 'writing']"
Why the best hire might not have the perfect resume,Regina Hartley,2015-09-02T00:00:00Z,"['business', 'decision-making', 'entrepreneur', 'failure', 'goal-setting', 'leadership', 'mental health', 'personal growth', 'productivity', 'success', 'women in business', 'work']"
"An art made of trust, vulnerability and connection",Marina Abramovi€à,2015-03-16T00:00:00Z,"['art', 'collaboration', 'communication', 'energy', 'fear', 'identity', 'performance art', 'self', 'society', 'vulnerability']"
How we're growing baby corals to rebuild reefs,Kristen Marhaver,2015-10-10T00:00:00Z,"['TED Fellows', 'animals', 'biology', 'climate change', 'environment', 'exoskeleton', 'microbiology', 'mission blue', 'nature', 'oceans', 'pollution', 'science', 'water']"
The US needs paid family leave -- for the sake of its future,Jessica Shortall,2015-10-17T00:00:00Z,"['TEDx', 'activism', 'big problems', 'economics', 'family', 'future', 'government', 'health', 'health care', 'humanity', 'parenting', 'social change', 'society', 'women', 'women in business', 'work']"
How new technology helps blind people explore the world,Chieko Asakawa,2015-10-15T00:00:00Z,"['AI', 'Blindness', 'communication', 'data', 'demo', 'future', 'innovation', 'interface design', 'invention', 'open-source', 'sight', 'technology']"
The exhilarating peace of freediving,Guillaume NÌ©ry,2013-03-16T00:00:00Z,"['TEDx', 'adventure', 'consciousness', 'exploration', 'extreme sports', 'meditation', 'mind', 'mindfulness', 'oceans', 'peace']"
The untapped genius that could change science for the better,Jedidah Isler,2015-08-26T00:00:00Z,"['TED Fellows', 'astronomy', 'future', 'goal-setting', 'identity', 'inequality', 'physics', 'potential', 'race', 'science', 'society', 'space', 'universe', 'women']"
Forget shopping. Soon you'll download your new clothes,Danit Peleg,2015-11-14T00:00:00Z,"['TEDYouth', 'art', 'business', 'design', 'fashion', 'future', 'invention', 'manufacturing', 'materials', 'shopping']"
How germs travel on planes -- and how we can stop them,Raymond Wang,2015-11-14T00:00:00Z,"['TEDYouth', 'aircraft', 'bacteria', 'design', 'engineering', 'flight', 'health', 'illness', 'innovation', 'invention', 'physics', 'science', 'transportation']"
A beatboxing lesson from a father-daughter duo,Nicole Paris and Ed Cage,2015-11-14T00:00:00Z,"['TEDYouth', 'art', 'entertainment', 'family', 'live music', 'music', 'performance']"
The four fish we're overeating -- and what to eat instead,Paul Greenberg,2015-10-10T00:00:00Z,"['animals', 'biotech', 'ecology', 'fish', 'food', 'innovation', 'mission blue', 'oceans', 'science']"
Let's not use Mars as a backup planet,Lucianne Walkowicz,2015-03-16T00:00:00Z,"['Mars', 'NASA', 'Planets', 'TED Fellows', 'astronomy', 'exploration', 'future', 'humanity', 'solar system', 'space', 'universe']"
What happens when a city runs out of room for its dead,Alison Killing,2014-11-20T00:00:00Z,"['TED Fellows', 'TEDx', 'aging', 'architecture', 'cities', 'death', 'design', 'humanity']"
A hilarious celebration of lifelong female friendship,Jane Fonda and Lily Tomlin,2015-05-27T00:00:00Z,"['Gender equality', 'aging', 'comedy', 'friendship', 'humanity', 'humor', 'identity', 'interview', 'life', 'personal growth', 'relationships', 'self', 'women']"
Refugees have the right to be protected,AntÌ_nio Guterres,2015-12-08T00:00:00Z,"['Europe', 'future', 'global issues', 'government', 'humanity', 'immigration', 'interview', 'policy', 'social change', 'society', 'terrorism']"
Governments don't understand cyber warfare. We need hackers,Rodrigo Bijou,2015-06-16T00:00:00Z,"['Internet', 'Surveillance', 'activism', 'communication', 'computers', 'data', 'future', 'government', 'military', 'policy', 'security', 'technology', 'terrorism', 'violence', 'war', 'web']"
"An underwater art museum, teeming with life",Jason deCaires Taylor,2015-10-10T00:00:00Z,"['art', 'creativity', 'design', 'ecology', 'entertainment', 'fish', 'life', 'mission blue', 'nature', 'oceans', 'science and art', 'water']"
What makes a good life? Lessons from the longest study on happiness,Robert Waldinger,2015-11-14T00:00:00Z,"['TEDx', 'aging', 'data', 'friendship', 'happiness', 'health', 'humanity', 'life', 'relationships', 'society', 'time', 'work-life balance']"
Have we reached the end of physics?,Harry Cliff,2015-12-08T00:00:00Z,"['big bang', 'complexity', 'dark matter', 'exploration', 'future', 'innovation', 'nature', 'physics', 'science', 'space', 'technology', 'universe']"
How to use data to make a hit TV show,Sebastian Wernicke,2015-06-18T00:00:00Z,"['TEDx', 'algorithm', 'brain', 'data', 'decision-making', 'intelligence', 'media', 'technology']"
How we'll find life on other planets,Aomawa Shields,2015-03-16T00:00:00Z,"['Planets', 'TED Fellows', 'art', 'astrobiology', 'astronomy', 'children', 'computers', 'education', 'exploration', 'extraterrestrial life', 'future', 'life', 'space', 'technology', 'telescopes', 'universe', 'women']"
4 ways we can avoid a catastrophic drought,David Sedlak,2015-09-17T00:00:00Z,"['TEDx', 'chemistry', 'climate change', 'design', 'engineering', 'environment', 'future', 'global issues', 'industrial design', 'infrastructure', 'innovation', 'population', 'public health', 'sustainability', 'urban planning', 'water']"
This is what happens when you reply to spam email,James Veitch,2015-12-08T00:00:00Z,"['comedy', 'communication', 'curiosity', 'humor', 'technology']"
How frustration can make us more creative,Tim Harford,2015-09-29T00:00:00Z,"['cognitive science', 'collaboration', 'composing', 'creativity', 'innovation', 'music', 'potential', 'psychology', 'success', 'work']"
"I love being a police officer, but we need reform",Melvin Russell,2015-09-25T00:00:00Z,"['TEDx', 'big problems', 'community', 'crime', 'faith', 'law', 'peace', 'policy', 'security', 'society', 'violence']"
Let's design social media that drives real change,Wael Ghonim,2015-12-08T00:00:00Z,"['Egypt', 'Internet', 'Middle East', 'activism', 'big problems', 'collaboration', 'communication', 'computers', 'democracy', 'entrepreneur', 'government', 'innovation', 'media', 'politics', 'social change', 'social media', 'society', 'state-building', 'web']"
Why great architecture should tell a story,Ole Scheeren,2015-09-29T00:00:00Z,"['architecture', 'cities', 'collaboration', 'community', 'creativity', 'design', 'engineering', 'environment', 'industrial design', 'innovation', 'productivity', 'public spaces', 'technology', 'urban planning', 'work']"
The mysterious world of underwater caves,Jill Heinerth,2015-11-14T00:00:00Z,"['TEDYouth', 'adventure', 'climate change', 'curiosity', 'ecology', 'environment', 'exploration', 'green', 'nature', 'plants', 'robots', 'science', 'sustainability', 'technology', 'water']"
How we can make crops survive without water,Jill Farrant,2015-12-08T00:00:00Z,"['Africa', 'Bioethics', 'agriculture', 'biology', 'biotech', 'botany', 'chemistry', 'climate change', 'environment', 'food', 'garden', 'genetics', 'global issues', 'microbiology', 'nature', 'plants', 'potential', 'science', 'sustainability', 'water', 'weather']"
Can a computer write poetry?,Oscar Schwartz,2015-05-20T00:00:00Z,"['AI', 'TEDYouth', 'TEDx', 'algorithm', 'composing', 'computers', 'creativity', 'identity', 'language', 'literature', 'poetry', 'technology', 'writing']"
How I turned a deadly plant into a thriving business,Achenyo Idachaba,2015-05-27T00:00:00Z,"['Africa', 'agriculture', 'botany', 'business', 'creativity', 'environment', 'green', 'innovation', 'materials', 'nature', 'plants', 'potential', 'product design', 'sustainability', 'water', 'women in business']"
The unheard story of the Sistine Chapel,Elizabeth Lev,2015-12-08T00:00:00Z,"['Christianity', 'God', 'art', 'beauty', 'creativity', 'culture', 'history', 'museums', 'painting', 'religion', 'visualizations']"
Capitalism will eat democracy -- unless we speak up,Yanis Varoufakis,2015-12-08T00:00:00Z,"['Europe', 'United States', 'activism', 'big problems', 'business', 'capitalism', 'democracy', 'economics', 'finance', 'global issues', 'government', 'investment', 'money', 'politics', 'society']"
Glow-in-the-dark sharks and other stunning sea creatures,David Gruber,2015-10-10T00:00:00Z,"['adventure', 'beauty', 'biodiversity', 'biology', 'environment', 'exploration', 'fish', 'life', 'mission blue', 'nature', 'neuroscience', 'oceans', 'photography', 'science', 'submarine', 'water']"
Should you be able to patent a human gene?,Tania Simoncelli,2014-11-15T00:00:00Z,"['Debate', 'TEDx', 'activism', 'biotech', 'cancer', 'genetics', 'government', 'health', 'health care', 'innovation', 'law', 'medical research', 'medicine', 'nature', 'pharmaceuticals', 'policy', 'public health', 'science', 'society', 'technology']"
A robot that runs and swims like a salamander,Auke Ijspeert,2015-12-08T00:00:00Z,"['animals', 'biology', 'biomechanics', 'biotech', 'design', 'engineering', 'future', 'innovation', 'invention', 'nature', 'neuroscience', 'physics', 'robots', 'technology']"
Our campaign to ban plastic bags in Bali,Melati and Isabel Wijsen,2015-09-29T00:00:00Z,"['activism', 'big problems', 'consumerism', 'education', 'environment', 'future', 'global development', 'materials', 'oceans', 'plastic', 'pollution', 'sustainability', 'youth']"
A delightful way to teach kids about computers,Linda Liukas,2015-10-09T00:00:00Z,"['Internet', 'TEDx', 'algorithm', 'code', 'computers', 'creativity', 'design', 'education', 'future', 'parenting', 'product design', 'programming', 'software', 'storytelling', 'technology', 'web']"
The boiling river of the Amazon,AndrÌ©s Ruzo,2014-10-06T00:00:00Z,"['Bioethics', 'South America', 'adventure', 'beauty', 'chemistry', 'ecology', 'environment', 'exploration', 'geology', 'motivation', 'nature', 'rivers', 'science']"
A simple way to break a bad habit,Judson Brewer,2015-11-18T00:00:00Z,"['Addiction', 'TEDMED', 'brain', 'choice', 'cognitive science', 'curiosity', 'decision-making', 'health', 'illness', 'meditation', 'mental health', 'mind', 'mindfulness', 'motivation', 'nature', 'neuroscience', 'obesity', 'personal growth', 'science']"
How we'll fight the next deadly virus,Pardis Sabeti,2015-05-27T00:00:00Z,"['Africa', 'big problems', 'disease', 'ebola', 'future', 'genetics', 'global issues', 'health', 'humanity', 'illness', 'innovation', 'medical research', 'medicine', 'pandemic', 'public health', 'science']"
Special Olympics let me be myself -- a champion,Matthew Williams,2015-11-14T00:00:00Z,"['TEDx', 'bullying', 'community', 'disability', 'health', 'identity', 'inequality', 'motivation', 'personal growth', 'play', 'potential', 'self', 'social change', 'sports']"
Economic growth has stalled. Let's fix it,Dambisa Moyo,2015-12-08T00:00:00Z,"['United States', 'business', 'capitalism', 'china', 'democracy', 'economics', 'finance', 'future', 'global development', 'global issues', 'government', 'money', 'policy', 'society']"
Shape-shifting tech will change work as we know it,Sean Follmer,2015-10-09T00:00:00Z,"['TEDx', 'collaboration', 'computers', 'creativity', 'design', 'engineering', 'future', 'industrial design', 'innovation', 'invention', 'materials', 'potential', 'product design', 'technology']"
How I'm discovering the secrets of ancient texts,Gregory Heyworth,2015-10-31T00:00:00Z,"['TEDx', 'ancient world', 'archaeology', 'books', 'computers', 'creativity', 'culture', 'history', 'library', 'literature', 'science', 'society', 'technology']"
The case for fish farming,Mike Velings,2015-10-10T00:00:00Z,"['big problems', 'biodiversity', 'business', 'consumerism', 'ecology', 'environment', 'fish', 'food', 'global issues', 'innovation', 'mission blue', 'oceans', 'sustainability']"
The problem with race-based medicine,Dorothy Roberts,2015-11-18T00:00:00Z,"['Slavery', 'activism', 'big problems', 'disease', 'health', 'health care', 'illness', 'inequality', 'law', 'medical research', 'medicine', 'public health', 'race', 'social change', 'society', 'sociology']"
The brain may be able to repair itself -- with help,Jocelyne Bloch,2015-12-08T00:00:00Z,"['Surgery', 'brain', 'health', 'medical research', 'medicine', 'mind', 'neuroscience', 'science']"
10 ways to have a better conversation,Celeste Headlee,2015-05-01T00:00:00Z,"['TEDx', 'communication', 'interview', 'language', 'personal growth']"
My year of saying yes to everything,Shonda Rhimes,2016-02-15T00:00:00Z,"['children', 'creativity', 'culture', 'decision-making', 'family', 'identity', 'motivation', 'parenting', 'personal growth', 'television', 'work', 'work-life balance', 'writing']"
What the discovery of gravitational waves means,Allan Adams,2016-02-15T00:00:00Z,"['astronomy', 'cosmos', 'curiosity', 'exploration', 'nature', 'physics', 'science', 'space', 'technology', 'universe']"
Meet the dazzling flying machines of the future,Raffaello D'Andrea,2016-02-15T00:00:00Z,"['beauty', 'creativity', 'demo', 'design', 'drones', 'flight', 'future', 'invention', 'technology']"
The case for optimism on climate change,Al Gore,2016-02-17T00:00:00Z,"['alternative energy', 'climate change', 'energy', 'science', 'weather']"
What it's like to be Muslim in America,Dalia Mogahed,2016-02-15T00:00:00Z,"['Islam', 'United States', 'culture', 'faith']"
How to make a profit while making a difference,Audrey Choi,2015-11-03T00:00:00Z,"['business', 'finance', 'social change', 'sustainability']"
Why your doctor should care about social justice,Mary Bassett,2015-11-18T00:00:00Z,"['AIDS', 'Africa', 'TEDMED', 'United States', 'big problems', 'disease', 'global issues', 'government', 'health', 'health care', 'illness', 'inequality', 'medical research', 'medicine', 'public health', 'race', 'social change', 'virus']"
Why we need gender-neutral bathrooms,Ivan Coyote,2015-11-14T00:00:00Z,"['Gender spectrum', 'LGBT', 'TEDx', 'Transgender', 'design', 'future', 'gender', 'identity', 'social change', 'storytelling']"
Dive into an ocean photographer's world,Thomas Peschak,2015-10-10T00:00:00Z,"['adventure', 'animals', 'beauty', 'biodiversity', 'conservation', 'curiosity', 'ecology', 'environment', 'exploration', 'fish', 'future', 'global issues', 'mission blue', 'nature', 'oceans', 'photography', 'science and art', 'sustainability', 'water']"
How yarn bombing grew into a worldwide movement,Magda Sayeg,2015-11-14T00:00:00Z,"['TEDYouth', 'beauty', 'community', 'creativity', 'entertainment', 'materials', 'public spaces', 'street art']"
What really happens when you mix medications?,Russ Altman,2015-11-18T00:00:00Z,"['Internet', 'TEDMED', 'big problems', 'complexity', 'curiosity', 'data', 'depression', 'health', 'health care', 'illness', 'innovation', 'medical research', 'medicine', 'pharmaceuticals', 'potential', 'science']"
Our refugee system is failing. Here's how we can fix it,Alexander Betts,2016-02-15T00:00:00Z,"['Europe', 'Middle East', 'Syria', 'big problems', 'disaster relief', 'economics', 'failure', 'fear', 'future', 'global issues', 'government', 'policy', 'potential', 'refugees', 'security', 'social change']"
Uber's plan to get more people into fewer cars,Travis Kalanick,2016-02-15T00:00:00Z,"['Brand', 'Internet', 'business', 'cars', 'china', 'cities', 'driverless cars', 'economics', 'entrepreneur', 'environment', 'future', 'green', 'india', 'innovation', 'invention', 'investment', 'mobility', 'pollution', 'potential', 'society', 'software', 'sustainability', 'technology', 'transportation', 'web']"
"Teach girls bravery, not perfection",Reshma Saujani,2016-02-17T00:00:00Z,"['children', 'code', 'computers', 'education', 'future', 'inequality', 'innovation', 'motivation', 'personal growth', 'potential', 'programming', 'social change', 'software', 'teaching', 'women']"
This computer will grow your food in the future,Caleb Harper,2015-12-08T00:00:00Z,"['Vaccines', 'agriculture', 'biomechanics', 'biotech', 'botany', 'chemistry', 'climate change', 'collaboration', 'data', 'design', 'ebola', 'ecology', 'education', 'engineering', 'environment', 'food', 'future', 'garden', 'green', 'innovation', 'nature', 'open-source', 'potential', 'science', 'software', 'sustainability', 'technology', 'virus', 'water']"
The secrets I find on the mysterious ocean floor,Laura Robinson,2014-12-01T00:00:00Z,"['TEDx', 'adventure', 'ancient world', 'animals', 'beauty', 'biodiversity', 'biology', 'chemistry', 'climate change', 'ecology', 'environment', 'exploration', 'future', 'history', 'life', 'nature', 'oceans', 'science', 'water']"
Simple hacks for life with Parkinson's,Mileha Soneji,2015-02-27T00:00:00Z,"['TEDx', 'creativity', 'curiosity', 'design', 'empathy', 'family', 'illusion', 'india', 'innovation', 'invention', 'mobility', 'motivation', 'product design', 'simplicity']"
This country isn't just carbon neutral -- it's carbon negative,Tshering Tobgay,2016-02-19T00:00:00Z,"['Buddhism', 'alternative energy', 'beauty', 'big problems', 'climate change', 'democracy', 'ecology', 'economics', 'environment', 'future', 'global development', 'global issues', 'goal-setting', 'government', 'green', 'happiness', 'humanity', 'innovation', 'nature', 'pollution', 'sustainability', 'trees', 'world cultures']"
The gospel of doubt,Casey Gerald,2016-02-19T00:00:00Z,"['God', 'big problems', 'business', 'capitalism', 'community', 'education', 'faith', 'inequality', 'social change', 'society']"
How Airbnb designs for trust,Joe Gebbia,2016-02-16T00:00:00Z,"['behavioral economics', 'business', 'collaboration', 'community', 'culture', 'design', 'economics', 'entrepreneur', 'future', 'innovation', 'potential', 'privacy', 'product design', 'social change', 'technology', 'trust', 'urban planning']"
Inside the mind of a master procrastinator,Tim Urban,2016-02-16T00:00:00Z,"['Internet', 'brain', 'choice', 'comedy', 'decision-making', 'entertainment', 'goal-setting', 'humor', 'mind', 'online video', 'productivity', 'time', 'visualizations', 'work', 'writing']"
The reporting system that sexual assault survivors want,Jessica Ladd,2016-02-15T00:00:00Z,"['TED Fellows', 'activism', 'big problems', 'crime', 'design', 'innovation', 'interface design', 'product design', 'sexual violence', 'social change', 'software', 'violence', 'women']"
A conservative's plea: Let's work together,Arthur Brooks,2016-02-15T00:00:00Z,"['Debate', 'big problems', 'business', 'capitalism', 'collaboration', 'community', 'democracy', 'economics', 'global issues', 'government', 'identity', 'philosophy', 'policy', 'politics', 'psychology', 'social change', 'society']"
A glimpse of the future through an augmented reality headset,Meron Gribetz,2016-02-17T00:00:00Z,"['Senses', 'augmented reality', 'brain', 'computers', 'creativity', 'cyborg', 'demo', 'design', 'engineering', 'entrepreneur', 'innovation', 'interface design', 'invention', 'neuroscience', 'potential', 'prediction', 'product design', 'technology', 'visualizations']"
A prosecutor's vision for a better justice system,Adam Foss,2016-02-18T00:00:00Z,"['Criminal Justice', 'big problems', 'choice', 'compassion', 'decision-making', 'education', 'government', 'inequality', 'law', 'policy', 'race', 'social change', 'society']"
How to get back to work after a career break,Carol Fishman Cohen,2015-11-14T00:00:00Z,"['TEDx', 'business', 'culture', 'economics', 'personal growth', 'success', 'work', 'work-life balance']"
You have no idea where camels really come from,Latif Nasser,2015-11-05T00:00:00Z,"['ancient world', 'animals', 'biology', 'curiosity', 'ecology', 'environment', 'evolution', 'history', 'life', 'nature', 'paleontology', 'science']"
How young Africans found a voice on Twitter,Siyanda Mohutsiwa,2016-02-18T00:00:00Z,"['Africa', 'Internet', 'community', 'democracy', 'future', 'global development', 'global issues', 'government', 'identity', 'politics', 'potential']"
A futuristic vision of the age of holograms,Alex Kipman,2016-02-18T00:00:00Z,"['NASA', 'communication', 'computers', 'creativity', 'design', 'engineering', 'exploration', 'future', 'innovation', 'interface design', 'invention', 'microsoft', 'potential', 'prediction', 'product design', 'technology', 'visualizations']"
The beauty of human skin in every color,AngÌ©lica Dass,2016-02-18T00:00:00Z,"['Brazil', 'Slavery', 'art', 'beauty', 'community', 'creativity', 'culture', 'design', 'global issues', 'humanity', 'identity', 'photography', 'race', 'social change', 'society', 'visualizations']"
Why gun violence can't be our new normal,Dan Gross,2016-02-17T00:00:00Z,"['Debate', 'Guns', 'activism', 'big problems', 'children', 'choice', 'community', 'future', 'goal-setting', 'government', 'law', 'marketing', 'parenting', 'policy', 'social change', 'violence']"
How humans could evolve to survive in space,Lisa Nip,2015-11-14T00:00:00Z,"['Planets', 'TEDx', 'astrobiology', 'bacteria', 'biology', 'engineering', 'environment', 'evolution', 'exploration', 'future', 'innovation', 'intelligence', 'microbiology', 'nature', 'potential', 'science']"
Two reasons companies fail -- and how to avoid them,Knut Haanaes,2015-06-30T00:00:00Z,"['business', 'creativity', 'curiosity', 'goal-setting', 'innovation', 'leadership', 'motivation', 'potential', 'success', 'work']"
The surprising habits of original thinkers,Adam Grant,2016-02-16T00:00:00Z,"['business', 'creativity', 'curiosity', 'decision-making', 'exploration', 'failure', 'innovation', 'invention', 'leadership', 'motivation', 'personal growth', 'potential', 'success', 'work']"
How a start-up in the White House is changing business as usual,Haley Van Dyck,2016-02-16T00:00:00Z,"['Internet', 'big problems', 'code', 'future', 'government', 'health care', 'innovation', 'potential', 'programming', 'society', 'technology']"
How megacities are changing the map of the world,Parag Khanna,2016-02-17T00:00:00Z,"['Internet', 'big problems', 'collaboration', 'communication', 'community', 'economics', 'engineering', 'environment', 'future', 'global development', 'global issues', 'government', 'green', 'history', 'humanity', 'inequality', 'infrastructure', 'innovation', 'investment', 'map', 'mobility', 'policy', 'politics', 'pollution', 'potential', 'social change', 'society', 'transportation', 'urban planning', 'visualizations', 'war', 'world cultures']"
The magic ingredient that brings Pixar movies to life,Danielle Feinberg,2015-11-05T00:00:00Z,"['art', 'beauty', 'code', 'computers', 'design', 'entertainment', 'film', 'magic', 'movies', 'programming', 'science', 'technology', 'visualizations']"
The most mysterious star in the universe,Tabetha Boyajian,2016-02-16T00:00:00Z,"['NASA', 'Planets', 'astronomy', 'exploration', 'extraterrestrial life', 'nature', 'science', 'technology', 'telescopes', 'universe']"
The Panama Papers exposed a huge global problem. What's next?,Robert Palmer,2016-04-05T00:00:00Z,"['activism', 'big problems', 'business', 'corruption', 'economics', 'global issues', 'government', 'identity', 'inequality', 'investment', 'law', 'money', 'news', 'poverty']"
The mind behind Linux,Linus Torvalds,2016-02-17T00:00:00Z,"['Internet', 'code', 'communication', 'computers', 'data', 'engineering', 'interview', 'invention', 'programming', 'technology', 'web']"
What does it mean to be a citizen of the world?,Hugh Evans,2016-02-17T00:00:00Z,"['activism', 'big problems', 'climate change', 'collaboration', 'communication', 'community', 'future', 'global issues', 'government', 'humanity', 'identity', 'inequality', 'policy', 'politics', 'social change', 'social media']"
Your kids might live on Mars. Here's how they'll survive,Stephen Petranek,2015-03-16T00:00:00Z,"['Mars', 'NASA', 'TED Books', 'architecture', 'climate change', 'engineering', 'environment', 'exploration', 'future', 'global issues', 'humanity', 'industrial design', 'invention', 'life', 'population', 'potential', 'prediction', 'rocket science', 'science', 'solar system', 'space', 'technology', 'transportation']"
A new superweapon in the fight against cancer,Paula Hammond,2015-11-05T00:00:00Z,"['big problems', 'biomechanics', 'biotech', 'cancer', 'disease', 'engineering', 'genetics', 'health', 'invention', 'medical research', 'medicine', 'microbiology', 'nanoscale', 'science', 'technology']"
The unexpected benefit of celebrating failure,Astro Teller,2016-02-15T00:00:00Z,"['big problems', 'collaboration', 'creativity', 'design', 'engineering', 'exploration', 'failure', 'future', 'global issues', 'invention', 'leadership', 'motivation', 'potential', 'product design', 'technology']"
The nit-picking glory of The New Yorker's Comma Queen,Mary Norris,2016-02-17T00:00:00Z,"['communication', 'composing', 'grammar', 'journalism', 'language', 'storytelling', 'writing']"
The inside story of the Paris climate agreement,Christiana Figueres,2016-02-17T00:00:00Z,"['alternative energy', 'big problems', 'climate change', 'collaboration', 'ebola', 'environment', 'future', 'global development', 'global issues', 'goal-setting', 'government', 'green', 'history', 'humanity', 'innovation', 'law', 'leadership', 'motivation', 'nature', 'pollution', 'population', 'potential', 'security', 'social change', 'society', 'solar energy', 'technology']"
TED's secret to great public speaking,Chris Anderson,2016-03-24T00:00:00Z,"['brain', 'communication', 'language', 'mind', 'speech']"
Wisdom from great writers on every year of life,Joshua Prager,2015-03-19T00:00:00Z,"['aging', 'books', 'humanity', 'identity', 'journalism', 'language', 'life', 'meditation', 'storytelling', 'writing']"
We can reprogram life. How to do it wisely,Juan Enriquez,2015-11-06T00:00:00Z,"['DNA', 'biodiversity', 'biology', 'brain', 'conservation', 'environment', 'evolution', 'future', 'genetics', 'global issues', 'history', 'humanity', 'life', 'nature', 'potential', 'science', 'sustainability']"
A taboo-free way to talk about periods,Aditi Gupta,2015-05-29T00:00:00Z,"['activism', 'books', 'children', 'communication', 'education', 'family', 'health', 'parenting', 'visualizations', 'women']"
Hunting for dinosaurs showed me our place in the universe,Kenneth Lacovara,2016-02-16T00:00:00Z,"['TED Books', 'adventure', 'ancient world', 'animals', 'asteroid', 'dinosaurs', 'environment', 'exploration', 'geology', 'history', 'humanity', 'nature', 'paleontology', 'science', 'universe']"
A smart loan for people with no credit history (yet),Shivani Siroya,2016-02-15T00:00:00Z,"['TED Fellows', 'business', 'community', 'economics', 'finance', 'identity', 'innovation', 'invention', 'microfinance', 'mobility', 'money', 'potential', 'society', 'technology']"
Insightful human portraits made from data,R. Luke DuBois,2016-02-15T00:00:00Z,"['Internet', 'algorithm', 'art', 'composing', 'computers', 'creativity', 'culture', 'data', 'identity', 'illusion', 'map', 'media', 'performance art', 'society', 'software', 'time', 'visualizations']"
Why I put myself in danger to tell the stories of Gaza,Ameera Harouda,2016-02-18T00:00:00Z,"['choice', 'communication', 'fear', 'film', 'journalism', 'media', 'poverty', 'security', 'violence', 'war', 'women']"
A provocative way to finance the fight against climate change,Michael Metcalfe,2015-11-03T00:00:00Z,"['big problems', 'business', 'climate change', 'economics', 'environment', 'finance', 'future', 'global issues', 'government', 'money', 'policy', 'pollution', 'sustainability']"
How to read the genome and build a human being,Riccardo Sabatini,2016-02-15T00:00:00Z,"['DNA', 'biology', 'biotech', 'choice', 'complexity', 'disease', 'future', 'genetics', 'health', 'humanity', 'identity', 'machine learning', 'medical research', 'medicine', 'nature', 'potential', 'science', 'technology']"
How my son's short life made a lasting difference,Sarah Gray,2015-11-18T00:00:00Z,"['TEDMED', 'children', 'choice', 'death', 'decision-making', 'family', 'life', 'medical research', 'medicine', 'parenting', 'science']"
"Pirates, nurses and other rebel designers",Alice Rawsthorn,2016-02-18T00:00:00Z,"['communication', 'design', 'future', 'history', 'innovation', 'journalism', 'product design', 'public health', 'sanitation']"
The dream we haven't dared to dream,Dan Pallotta,2016-02-15T00:00:00Z,"['activism', 'big problems', 'collaboration', 'communication', 'community', 'empathy', 'identity', 'personal growth', 'potential', 'self', 'social change', 'society', 'technology']"
A sci-fi vision of love from a 318-year-old hologram,Monica Byrne,2016-02-18T00:00:00Z,"['adventure', 'aging', 'beauty', 'communication', 'death', 'entertainment', 'exploration', 'future', 'humanity', 'identity', 'literature', 'performance', 'relationships', 'space', 'storytelling', 'universe', 'visualizations']"
This virtual lab will revolutionize science class,Michael Bodekaer,2015-10-09T00:00:00Z,"['TEDx', 'collaboration', 'demo', 'education', 'entrepreneur', 'future', 'innovation', 'interface design', 'invention', 'potential', 'product design', 'science', 'technology', 'virtual reality', 'visualizations']"
Gene editing can now change an entire species -- forever,Jennifer Kahn,2016-02-17T00:00:00Z,"['Bioethics', 'CRISPR', 'DNA', 'Debate', 'biotech', 'choice', 'disease', 'engineering', 'future', 'genetics', 'health', 'humanity', 'innovation', 'journalism', 'life', 'morality', 'potential', 'public health', 'science', 'society', 'technology']"
This is your brain on communication,Uri Hasson,2016-02-18T00:00:00Z,"['brain', 'cognitive science', 'collaboration', 'communication', 'language', 'mind', 'neuroscience', 'science', 'speech']"
An artist's unflinching look at racial violence,Sanford Biggers,2016-02-15T00:00:00Z,"['Africa', 'Buddhism', 'Slavery', 'TED Fellows', 'activism', 'art', 'beauty', 'creativity', 'culture', 'global issues', 'identity', 'inequality', 'motivation', 'race', 'social change', 'society', 'visualizations']"
This tiny particle could roam your body to find tumors,Sangeeta Bhatia,2015-11-06T00:00:00Z,"['big problems', 'biotech', 'cancer', 'disease', 'future', 'health', 'health care', 'illness', 'innovation', 'life', 'medical research', 'medicine', 'potential', 'science', 'technology']"
Can you really tell if a kid is lying?,Kang Lee,2016-02-18T00:00:00Z,"['body language', 'children', 'communication', 'decision-making', 'intelligence', 'motivation', 'parenting', 'psychology', 'teaching']"
